Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Information Technology Support,$53K - $86K (Glassdoor Est.),"An exciting role for an IT support officer whose responsibilities and work have a positive impact on the quality of life
Be a part of an organizational culture that upholds values like Respect, Accountability, Collaboration, and Innovation. We are looking to grow our diverse engineering team, who are passionate about building products that consumers love. You will join our product development team to perform day-to-day maintenance and repairs, including software and computer installations and upgrades, routine automation, security maintenance, troubleshooting, training, and technical support for all users and projects of the company. The roles require you to understand the operations of the business, be a technology all-rounder and handle any concerns that may arise.
Essential Criteria:
Experience in the IT industry",-1,LLS AUS GROUP,Rhodes,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Machine Learning Scientist,$53K - $86K (Glassdoor Est.),"WHAT YOU WILL DO
As a Machine Learning Scientist, you will create optimized, state of the art 3D graphical user interfaces and build physics simulation engines that scale across millions of assets.
As part of this, you will:
Develop approaches to generate accurate models from imperfect data using deep learning and classical algorithms
Develop approaches for intelligent network scale insights
Develop and optimize training pipelines
Develop data structures that can perform in real-time with user interaction on large underlying data sets",5.0,"Neara
5.0",Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst,$53K - $86K (Glassdoor Est.),"Accedo is looking for a talented and experienced Data Analyst to join our Global UX team based in Sydney.

At Accedo you will be part of a multicultural and multi-disciplined team delivering innovative user experiences for smartphones and tablets, Smart TV’s, gaming consoles and other media devices, focussing on video streaming platforms.

The work environment is international and challenging. Your teammates will be in New Zealand, Australia, Asia and India, giving you the chance to evolve your skill set whilst working with new technologies and exciting customers like Tata Sky, Les Mills, Paramount+, Foxtel, SBS and 9Now. We strongly believe in career development and work in a forward-thinking, agile environment that is based on collaboration, knowledge sharing, and continuous improvement.




Requirements:





Country:
Australia",4.4,"Accedo
4.4",Sydney,501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD)
Data Analyst,$53K - $86K (Glassdoor Est.),"BizCover is Australia's leading B2B InsureTech provider
Growing business, with lots of opportunity for career growth
Work from home flexibility
BizCover who?
You haven’t heard of us? We dominate the SME business insurance market by having an online platform that makes comparing and buying business insurance a super easy process. Not to toot our own horn but we have been recognized in Deloittes fast 50 companies as one of the fastest growing technology companies and Westpac’s top 20 businesses of tomorrow - #killingit
So what?
We are looking for a Data Developer to join our Information Management Team. You will be part of a team responsible for supporting our Finance team with critical business operations across Australia, New Zealand and the US by building new capabilities in our purpose built Finance system.",4.1,"BizCover
4.1",Sydney,51 to 200 Employees,2008,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
Software Engineer ML applications,$53K - $86K (Glassdoor Est.),"Job description
Responsibilities
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results",-1,GoTech Solutions Pty Ltd,Sydney,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Analyst / Designer,$53K - $86K (Glassdoor Est.),"Location - Melbourne
Notice Period - 2 to 3 weeks
Experience - 5+ years
Must have Skills:
Python
Power BI
Tableau
SQL
R",3.8,"Attra
3.8",Melbourne,1001 to 5000 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
"I.T. Graduate Opportunity – Business Technology / Systems Development (Melbourne, Australia)",$53K - $86K (Glassdoor Est.),"Fresh from being ranked #2 on Deloitte’s Tech Fast 50 list, Removify is primed for another big year of growth. We are expanding our unique online content removal services both in Australia and globally, which means incredible opportunities to join our award-winning Tech Team.
This role is all about your attitude and your aptitude, not your experience!
You are:
a smart cookie, hungry to learn
a passionate problem-solver
a humble team player
eager to work on things that make a real difference, not just get a cool company listed on your resume",5.0,"Removify
5.0",Cremorne,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Staff Software Engineer (Remote) - Enterprise,$53K - $86K (Glassdoor Est.),"Your Job
This role is only open to candidates who are already based in Australia and you'll be working remotely with a team at Indeed Tokyo. We are also open to considering visa sponsorship or relocation to Japan.

If you are an engineer who's passionate about building innovative products that scale to tens of millions of pageviews a day, Indeed is looking for you. Indeed offers smart developers like you a multi-faceted development ecosystem with short release cycles. Every week sees the new release of multiple products that meet the growing needs of millions of job seekers worldwide.

As a full-stack software engineer at Indeed, you’ll be a part of a small, highly talented team of people working end-to-end on the products and services that power the world’s #1 job site. You’ll have the opportunity to impact everything from user-facing pixels on both desktop and mobile, to the backend data stores, and everything between.









Sydney 173,000 - 251,000 AUD per year",4.4,"Indeed
4.4",Australia,5001 to 10000 Employees,2004,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD)
Data Scientist,$53K - $86K (Glassdoor Est.),"About us

TrafficGuard is the world’s first truly omnichannel, full-funnel fraud and invalid traffic solution. Publicly listed on the ASX, TrafficGuard operates in one of the largest addressable markets in digital advertising and provides solutions for one of the largest problems yet to be solved. We provide the technology and data to enable advertisers to maximise efficiency and growth.

We have scaled our platform into almost 4,000 advertisers globally (including multiple Unicorns) to enable them to verify their advertising in real-time and find and remove invalid traffic. Along the way, TrafficGuard has picked up numerous awards for both its anti-fraud and optimisation capabilities and has been recognised as one of the most innovative companies in Australia.",-1,TrafficGuard,Perth,1 to 50 Employees,-1,Company - Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD)
Data Engineer,$53K - $86K (Glassdoor Est.),"Is data what makes you jump out of bed in the morning? Well, MECCA Tech are head down, immersed in some incredibly innovative and exciting projects and we are looking for an intelligent and dynamic Data Engineer to join us on this tech transformation.
The Role You Could Play:
As a Data Engineer, you will be responsible for development, implementation and maintenance of data integration, processing, storage and reporting solutions and will partner with the business in identifying the right requirements for MECCA to truly be the #1 Beauty Destination.
The main responsibilities include:
Design, development and maintenance of data integration (ETL/ELT) pipelines.
Development and maintenance of data storage (EDW, data marts) and processing engine.
Design, development and maintenance of reporting and data analytics solutions, tools, APIs and applications.",4.2,"Mecca Brands Pty Ltd
4.2",New South Wales,1001 to 5000 Employees,1997,Company - Private,Beauty & Personal Accessories Stores,Retail & Wholesale,Unknown / Non-Applicable
Junior Python Developer,$53K - $86K (Glassdoor Est.),"Attra Pty is hiring for Junior Python Developers for Melbourne location.
Open for both, permanent and contract.
Detailed JD: -
Experience- 0 to 2 years
Location- Melbourne
Notice Period- Immediate to 4 weeks
Skills: -
Looking for candidates with 0 to 2 years of IT experience.
Must have a Degree in Data Science.
Should have worked on Python in Academic projects.
Job Type: Contract",3.8,"Attra
3.8",Melbourne,1001 to 5000 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Software Engineer - Graduate,$53K - $86K (Glassdoor Est.),"Company Description

Arista Networks is an industry leader in Cognitive Cloud Networking for mission critical data center and campus environments. Our award winning open source platforms deliver ultra low latency, high availability, automated analytics and secure network solutions.
Our culture is one that is founded on our core key values which resonate across all of our employee and include respect, integrity, teamwork, innovation, passion and trust.

Job Description

PLEASE APPLY VIA THIS LINK",4.1,"Arista Networks
4.1",Sydney,1001 to 5000 Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Graduate Software Developer,$53K - $86K (Glassdoor Est.),"At swipejobs we are a small team, in a fast paced environment, focused on the U.S market. We are a fully funded, entrepreneurial tech company using leading edge technology to transform the staffing market.
We are looking for Graduate Software Developers to join our two-year Graduate Program.
To be successful in this role, you need to be passionate with coding, curious with technology and take ownership of your work. You will need to have successfully completed a degree in Computer Science or Software Engineering with majors in Software Engineering, Big Data or Computer Science who finished in 2021 or will be finishing in 2022 or 2023. You will need a strong academic record and experience in programming is favourable.
You need to have the ability to learn on the go, show strong initiative to pick things up and run with them, and excel in a collaborative environment. You will also need to be able to communicate well, have a great attitude to work and think that work and play goes hand in hand. If you like solving problems, exploring new and better ways of doing things, discussing and working with new technology; you will fit right in!
You will find yourself working alongside talented, driven people who will push you to learn and excel. We focus on the important things and get them done.
We have a casual friendly working environment, a flat organisational structure (where everyone is accessible on a day to day basis) and a technology stack that is cutting edge. There will be opportunities for problem solving and innovation; where your contribution can have a significant impact as we strive to be the global leader in labour market technology.
As a Graduate at swipejobs, you will be based in North Sydney. Food and drinks are provided with a team lunch every day.
If you are talented, driven, keen to get accelerated development and not get stuck in the grind of a big-co grad program, then come along for the journey; we would like to hear from you!
To apply, submit your on why you would be the perfect person to join our team.
all applicants must have valid Australian working rights.
Swipejobs offers a number of flexible employment options, including part-time. There are also options to work from anywhere for 4 weeks a year.",4.3,"swipejobs
4.3",Sydney,201 to 500 Employees,2013,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Scientists | Simulation | Deep Learning |Baseline | Join VSG Today!,$53K - $86K (Glassdoor Est.),"Are you a driven Data Scientist with experience in either Simulation or Deep Learning?
VSG are looking for driven ICT individuals to work with us and our teaming partners in supporting the Defence and National Security Community.
Join Vertical Scope Group (VSG) and our teaming partners as we prepare for work on one of Australia’s largest ICT transformation projects to be created and delivered for Australian Federal Government nation-wide!
We are looking for Data Scientists with experience in either Simulation or Deep Learning.
Simulation Data Scientists will ideally have experience and skills in statistical simulation, probability theory and scientific computing, as well as demonstrated experience in or a desire to learn Microsoft Azure platform.",5.0,"Vertical Scope Group
5.0",Canberra,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
ICT Business Analyst - Data,$53K - $86K (Glassdoor Est.),"ICT Business Analyst
Location
Australia- Sydney, Melbourne, Adelaide, Brisbane, Canberra, Perth
Description
We are looking for a Data Scientist who will support our customers and product development initiatives in advanced machine learning projects. The ideal candidate is good at working with numbers and has an interest in engineering mathematics, probability and statistics. The candidate should have strong programming skills and is adept at deep learning and statistical machine learning concepts.",-1,QBurst Australia Pty,Sydney,-1,-1,-1,-1,-1,-1
"Data Analyst, Compliance",$53K - $86K (Glassdoor Est.),"Company Description Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams — People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more — provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture new initiatives, and more. Every challenge creates possibilities, and we need different perspectives to see them all. Bring yours to Block.
Job Description

As our business grows, so does our Compliance Team! We are looking for a Data Analyst – Compliance Monitoring and Testing, to join our Global Compliance function. Reporting directly to the Manager – Compliance Monitoring and Testing, you will be assist with delivering data for all Compliance teams including for Afterpay's AML/CTF Transactions Monitoring system. You will ideally have some experience in data and analytics with exposure to AML, Risk or Fraud. Alternatively, you are a graduate with a passion to utilize your degree in Mathematics, Computer Science or Statistics to start a career in the Data and Analytics world!",2.9,"Block
2.9",Melbourne,1001 to 5000 Employees,1995,Company - Private,Security & Protective,Management & Consulting,$100 to $500 million (USD)
Data Engineer,$53K - $86K (Glassdoor Est.),"About RedEye!
We provide the first fully cloud-based and purpose-built engineering data management solution for asset owners and their service providers globally.
We work with critical infrastructure organisations across industries such as water, energy, mining, infrastructure, healthcare, government (national parks and wildlife), and defence to improve the safety and productivity of their critical assets, in real time.
What began as an ambitious start-up in Brisbane in 2012 as a way for engineers to manage their engineering information has today evolved into a recognised leader in assets data management delivery, helping our clients manage over $250bn of assets. This is our RedEye story...so far.",4.5,"RedEye
4.5",Brisbane,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$53K - $86K (Glassdoor Est.),"Company Description

Interested in building and executing geospatial analytics on top of millions of square kilometres of aerial imagery working closely with key property insurance customers? Nearmap is recruiting for a mid-level Data Scientist to join the AI Output Systems team within the AI Systems group.

Company Description:
Nearmap is a Sydney-based global location intelligence company. We have tens of petabytes of high quality aerial imagery covering half a million square kilometres a year at 5-7cm resolution, and regularly captured imagery dating back to 2009. We produce automated 3D models of entire cities, and rich AI-driven vector maps, which turns our visual content into semantic information to power decisions in a wide range of organisations.

In the AI Output Systems team we design, build, and operate software systems that transform aerial imagery to insight. Our technology stack is based on the Python scientific libraries and traverses deep learning technology such as Tensorflow and Pytorch, cloud native technology such as Kubernetes, Kubeflow and Kafka, and computational geometry / GIS tools such as the Shapely and GeoPandas libraries.

Nearmap is a high-growth company, the ideal candidate will embrace an environment where things happen quickly and continuously. We aim for all employees to feel supported in their career development, with an abundance of opportunities for mentorship and cross-functional team projects.",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer,$53K - $86K (Glassdoor Est.),"Amazing, humanistic company, with a great team, caring, supportive
Work from home and work your own hours
Ideally Sydney based, but open to other areas/states

THE COMPANY YOU WOULD BE JOINING
This Australian early-stage med-tech start-up, established 5 years ago, is working to improve women’s health, leveraging AI-enabled technology to reinvent care for women and babies.
They utilise cutting edge technologies and create completely novel technologies to generate solutions that seek to treat complications that have been previously undiagnosable.
EMPLOYEE BENEFITS
THE JOB RESPONSIBILITIES
WHAT YOU WILL NEED TO GET THE JOB
Interested? Please 'apply now' quoting reference number 3374 or call Scott Della-Pietra, on 02.8310.9266. Please note, your details/resume will not be sent anywhere without a formal interview and, if successful, your subsequent prior permission. Personal information provided will be used for recruitment purposes only and be treated in the strictest confidence. Only shortlisted candidates will be contacted.",4.7,"Pettit Pharma & Device Search
4.7",Drummoyne,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$53K - $86K (Glassdoor Est.),"Data Science opportunities: Senior, mid & junior level candidates.
Our client is a fast growing and dynamic Technology business that specialises in AI, Machine Learning and technologies that deliver smarter decision making through the intelligent use of data.
They have developed an amazing and all inclusive culture with a fantastic environment to work in. The business is proud of its growth and successes to date and they believe they have created a business that allows people to thrive and be their best self.
Their vision has always been to make a real, positive differences to businesses of all sizes, through AI. They work closely with some of Australia’s most well-known companies, both locally and internationally, to solve all sorts of business problems.",-1,Blue Bison Recruitment,Sydney,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Scientist (Remote Sensing),$53K - $86K (Glassdoor Est.),"The Scientist (Remote Sensing), PO3 is a role in which you will:
Contribute your knowledge and skills to a program of work that will generate and deliver high quality,scientifically defensible state-wide mapping and monitoring products using remote sensing, field data and other spatial information.
Process, interpret and analyse remote sensing imagery and spatial data to identify, map and monitor changes in the environment to support government programs and occasionally in support of compliance investigations and/or court proceedings.
Develop, maintain and use open source and proprietary software and data management systems for image processing and analysis to develop mapping products, store large datasets, and maintain quality control in a multi-user environment based on recognised data standards.
Participate in fieldwork and field data collection for the calibration and validation of mapping products derived from remotely sensed imagery.
See Role Description for further information
Applications to remain current for 12 months.
QLD/434843/22

Monday, 15 August 2022This work is licensed under a Creative Commons Attribution 3.0 Australia License.",3.2,"Environment and Science
3.2",Brisbane,1001 to 5000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Engineer,$53K - $86K (Glassdoor Est.),"About INGRITY:
We are a fast-growing, progressive Sydney-based data & analytics company. We service many large corporates and SMBs in the financial services sector, to derive value from data.
At Ingrity, we are committed to building a diverse and inclusive workforce to deliver value to customers. As a value-driven organisation, we nurture and support our people by having a laser-sharp focus on skill and talent development, collaboration, and flexibility.
As part of our growth strategy, we are inviting expressions of interest from eligible candidates to join our team and help our clients achieve their goals.
About the job:
This is a Data Engineer role responsible for carrying out/completing tasks across Data Platforms for one of our leading Banking and Financial services clients.
Required experience and skills:
Strong and proven hands-on experience in implementing data integration tools (such as Talend, DataStage, or Informatica), data warehouses, data lakes, and reporting tools",-1,INGRITY,Sydney,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Business Intelligence (BI) & Data Warehouse Developer,$240K (Employer Est.),"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.",3.7,"Harris Farm
3.7",Australia,501 to 1000 Employees,-1,Company - Private,-1,-1,-1
Data Scientists | Simulation | Deep Learning |Baseline | Join VSG Today!,$240K (Employer Est.),"Are you a driven Data Scientist with experience in either Simulation or Deep Learning?
VSG are looking for driven ICT individuals to work with us and our teaming partners in supporting the Defence and National Security Community.
Join Vertical Scope Group (VSG) and our teaming partners as we prepare for work on one of Australia’s largest ICT transformation projects to be created and delivered for Australian Federal Government nation-wide!
We are looking for Data Scientists with experience in either Simulation or Deep Learning.
Simulation Data Scientists will ideally have experience and skills in statistical simulation, probability theory and scientific computing, as well as demonstrated experience in or a desire to learn Microsoft Azure platform.",5.0,"Vertical Scope Group
5.0",Canberra,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
"Software Developers (Real-time Simulation & Machine Technology) – all experience levels, full and part-time",$240K (Employer Est.),"All experience levels, full and part-time
Immersive Technologies is one of the world's most successful companies in driving continuous improvement of human performance within the mining industry. We're part of the global Komatsu Group of companies, and are the world's largest supplier of mining equipment simulators, with our solutions deployed in over 50 different counties.
Our staff love Immersive because we have some of the most exciting and interesting development projects in Perth, and our products make a genuine difference in the safety and performance of operators. Our projects involve real-time simulation, low-level hardware interfacing, web development, and data management and analytics. Our developers get to work across our full and diverse technology stack, so there are plenty of chances to learn and develop new skills.",4.1,"Immersive Technologies
4.1",Osborne Park,-1,-1,-1,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
Forensic Technology - 2023 Graduate Program (Sydney),$240K (Employer Est.),"Date: 11-Jul-2022

Location:
Sydney, NSW, AU

Department: Financial Advisory

Description:
Job Requisition ID: 29908

Receive unparalleled professional development through our year-round graduate learning academy
Be prepared to be given trust, exposure and real responsibility from day one
Join an award-winning team!

Technology has revolutionised the business space and is now more powerful than ever. But with great power comes great responsibility. That’s why we’re here. Part risk, part tech, we help clients protect their intellectual property and data!

Who are we?
Call us biased, but we’re probably the people with the coolest jobs at Deloitte. We help clients navigate tech risks through internal investigations and forensically analysing electronic evidence collected from phones, computers, networks, storage devices and backup systems. Then, we design solutions that help our clients risk-align and future-proof their systems. Pretty cool, right?

What will your typical day look like?
We’ll be honest, it’s hard to tell you what an average day will look like at Deloitte because every day is just so different! Working on projects with an impressive portfolio of top-tier clients, you’ll get enviable experience as you:

Get exposure to tracing data breaches, intellectual property theft, misuse of computer systems and fraudulent activity (such as corruption and money laundering)
Roll up your sleeves to investigate electronic evidence collected from mobile phones, computers, networks, storage devices and backup systems
Design solutions for engagements relating to electronic discovery, forensic investigations, legal support and digital forensics
Explore and identify patterns in data to underpin decisions and outcomes for clients
Track evidence and prepare detailed reports on forensic analysis findings

Enough about us, let’s talk about you.
We know that as a student, you may not necessarily have a ton of work experience, and that’s okay! At Deloitte, we value your potential to grow more than anything else.


Is studying a degree in Computer Science, IT, Software Engineering, Digital Forensics, Data Science or InfoSys
Is comfortable with turning ambiguous problems and open-ended tasks into creative solutions
Is passionate about investigating data to uncover hidden insights
Has a keen eye for detail and possesses strong communication and writing skills
Works best collaboratively – you thrive when working in a team!
Demonstrates a high level of integrity and maintains confidentiality at all times (this is integral considering the nature of work we do!)

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.

Next steps
If this sounds like the sort of role for you, apply now!

By applying to this job, you will be assessed against the Deloitte Global Talent Standards. We’ve designed these standards to provide our clients with a consistent and exceptional Deloitte employee experience globally.

At Deloitte, we know we’re at our best when we look out for one another; prioritise respect, fairness, development and wellbeing; foster an inclusive culture and embrace diversity in all forms. All qualified applicants will receive consideration for employment regardless of their background, experience, identity, ability or thinking style, and if you need assistance or an accommodation during the application process for accessibility reasons this is available upon request.

The preferred candidate will be subject to background screening by Deloitte or by their external third-party provider.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,-1,-1,Finance,$10+ billion (USD)
Information Technology Support,$240K (Employer Est.),"An exciting role for an IT support officer whose responsibilities and work have a positive impact on the quality of life
Be a part of an organizational culture that upholds values like Respect, Accountability, Collaboration, and Innovation. We are looking to grow our diverse engineering team, who are passionate about building products that consumers love. You will join our product development team to perform day-to-day maintenance and repairs, including software and computer installations and upgrades, routine automation, security maintenance, troubleshooting, training, and technical support for all users and projects of the company. The roles require you to understand the operations of the business, be a technology all-rounder and handle any concerns that may arise.
Essential Criteria:
Experience in the IT industry",-1,LLS AUS GROUP,Rhodes,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Graduate - Technology Associate - Sydney,$240K (Employer Est.),"Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.

Roles and Responsibilities:
As a Technology Associate, you will work on exciting projects with some of the largest companies in the world. You’ll be met with many new opportunities and do more by becoming a part of the Infosys community. We value lifelong learning, creative thinking and foster an entrepreneurial culture. Come amplify your potential and become your very best while helping us co-create the digital and disruptive future of innovation and technology.

We offer varied pathways in areas like:

If your passion is to build solutions that really make a difference to enterprises, the community and your world, Infosys is the right place for you. If you recently completed your graduation or have 0-2 years’ industry experience and are looking for your big career break, then come join us.

Essential Skills:

Preferred Skills:

What Infosys can offer you:

All aspects of employment at Infosys are based on merit, competence and performance. We are committed to embracing diversity and creating an inclusive environment for all employees. Infosys is proud to be an equal opportunity employer.

At Infosys, we recognize that everyone has individual requirements. If you are a person with disability, illness or injury and require adjustments to the recruitment and selection process, please contact our Recruitment team for adjustment only on Infosys_ta@infosys.com or include your preferred method of communication in email and someone will be in touch.",3.8,"Infosys
3.8",Sydney,5001 to 10000 Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
Business Intelligence (BI) Developer,$240K (Employer Est.),"About Us:
The Law Institute of Victoria (LIV) is the state's peak body for lawyers. Representing more than 19,000 members the LIV's purpose is to foster the rule of law and to promote improvements and developments in the law as it affects the public of Victoria. The LIV is a non-profit organisation dedicated to its members and the development, maintenance and the sustenance of the law for the benefit of the community.

About the role:
The Business Intelligence (BI) Developer is primarily responsible to create and manage BI and analytics solutions for LIV’s central membership database (iMIS) and other data collection platforms, that turns data into knowledge. Using their skills and experience, they will help design, develop, test and implement reports and dashboards complete with recommended improvements to business processes and operational procedures",2.3,"Law Institute Victoria
2.3",Melbourne,51 to 200 Employees,-1,Self-employed,-1,-1,$10 to $25 million (USD)
Machine Learning Scientist,$240K (Employer Est.),"WHAT YOU WILL DO
As a Machine Learning Scientist, you will create optimized, state of the art 3D graphical user interfaces and build physics simulation engines that scale across millions of assets.
As part of this, you will:
Develop approaches to generate accurate models from imperfect data using deep learning and classical algorithms
Develop approaches for intelligent network scale insights
Develop and optimize training pipelines
Develop data structures that can perform in real-time with user interaction on large underlying data sets",5.0,"Neara
5.0",Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist (Simulation),$240K (Employer Est.),"Application closing date: Monday, 08 August 2022 • 11:59pm, Canberra time (in Canberra)
Estimated start date: Monday, 22 August 2022
Location of work: ACT
Length of contract: 6 Months
Contract extensions: 2x 12 months
Security clearance: Must have Baseline
Rates: $120 - $150 per hour (inc. super)

The Department of Agriculture, Fisheries and Forestry (DAFF) has undertaken an initiative to improve its biosecurity risks under the recently established Digital Reform Division. DAFF aims to develop an Enterprise Pest Management system and integrate it with the department's critical biosecurity information system.",5.0,"CYOS Solutions
5.0",Canberra,1 to 50 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Staff Software Engineer (Remote) - Enterprise,$240K (Employer Est.),"Your Job
This role is only open to candidates who are already based in Australia and you'll be working remotely with a team at Indeed Tokyo. We are also open to considering visa sponsorship or relocation to Japan.

If you are an engineer who's passionate about building innovative products that scale to tens of millions of pageviews a day, Indeed is looking for you. Indeed offers smart developers like you a multi-faceted development ecosystem with short release cycles. Every week sees the new release of multiple products that meet the growing needs of millions of job seekers worldwide.

As a full-stack software engineer at Indeed, you’ll be a part of a small, highly talented team of people working end-to-end on the products and services that power the world’s #1 job site. You’ll have the opportunity to impact everything from user-facing pixels on both desktop and mobile, to the backend data stores, and everything between.









Sydney 173,000 - 251,000 AUD per year",4.4,"Indeed
4.4",Australia,5001 to 10000 Employees,2004,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD)
Data Analyst,$240K (Employer Est.),"Accedo is looking for a talented and experienced Data Analyst to join our Global UX team based in Sydney.

At Accedo you will be part of a multicultural and multi-disciplined team delivering innovative user experiences for smartphones and tablets, Smart TV’s, gaming consoles and other media devices, focussing on video streaming platforms.

The work environment is international and challenging. Your teammates will be in New Zealand, Australia, Asia and India, giving you the chance to evolve your skill set whilst working with new technologies and exciting customers like Tata Sky, Les Mills, Paramount+, Foxtel, SBS and 9Now. We strongly believe in career development and work in a forward-thinking, agile environment that is based on collaboration, knowledge sharing, and continuous improvement.




Requirements:





Country:
Australia",4.4,"Accedo
4.4",Sydney,501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD)
Junior Machine Learning Engineer,$240K (Employer Est.),"XY Sense is a fast growing PropTech startup helping companies around the world to take the guesswork out of workplace planning for commercial real estate. Our privacy-preserving workplace sensors are market-leading, delivering real time insights and powerful analytics. Our customers are some of the biggest companies in the world who are at the forefront of creating the workplaces of the future (and they’re using our technology to do it!).

Right now, we’re growing fast and we’re looking for a Junior Machine Learning Engineer to join our rapidly growing team in Melbourne.

Key responsibilities
Research, develop and test machine learning algorithms to accurately capture the coordinates of a human in space.",4.6,"XY Sense
4.6",Melbourne,1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
2023 Nearmap Graduate Program - AI Systems (Machine Learning),$240K (Employer Est.),"Company Description

Nearmap is unique. A global technology company with incredible people; a market-leader with energy and spirit. Nearmap was named as one of the world’s 10 Most Innovative Companies of 2020 by Fast Company magazine – and we’re growing.

What we do
We provide easy, instant access to high-resolution aerial imagery, city-scale 3D content, AI datasets and integrated geospatial tools, with wide-scale coverage across the USA, Canada, Australia and New Zealand. At the core of it, we’re a location content company, a visual analytics company, and a software as a service company. Innovation is weaved into our DNA.",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
