Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Masking Specialist,$36K - $96K (Glassdoor Est.),"About Us :
GOSOL, IT consulting and Staffing organization, can help you enhance Technology, Digital, Project and Business Transformation. Guided by integrity and trust, we believe in offering an unparalleled experience as your Tech of choice. For businesses, this means providing you with access to the quality solution.
Find us at - https://gosol.com.au/
Job Description
Roles& Responsiblities:
Qualification in Computer Science or similar discipline

Show More",-1,GoTech Solutions Pty Ltd,Melbourne,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist 3-6 month Contract,$36K - $96K (Glassdoor Est.),"Immediate start with perm potential
Hybrid WFH/Office at South Melbourne
Working a newly created, exciting role

Who is Consolidated?

We are a national family-owned commercial cleaning business; we have been around for over 45 years. We pride ourselves on the great relationships we have with our clients and staff; we set ourselves apart because we truly care and have a major focus on the development and recognition of our most valued asset; our people!

The role:

The Data Scientist position is a high-profile role working directly with our Innovation Lead and Director of Innovation. If you are passionate about delivering business insights, advanced analytics and modelling – this is the role for you! You will work with complex data sets (largely internal sensor data) and understand connections between data points to deliver high quality results.
This role will be a full-time 3 to 6-month contract position based at our National Support Office in South Melbourne, with hybrid WFH/Office until further notice.

You will be responsible for:

Develop an understanding of the business, working with a range of leaders to understand the key strategic data issues, identify data driven opportunities and deliver actionable insights. You will largely be focused on two key areas:
Developing a D&A Structure
Creating a process to identify, analyse, and interpret trends or patterns in data.
Design and conduct analyses and reports to provide insights at scale that support growth strategies.
Future proofing the business by allowing insights and analytics to be easily conducted by others within the organisation.
Creating smooth access for clients and operations via dashboards and reports.
D&A Analysis
Analysing Smart cleaning via sensor and external data sources.
Developing data analytics, so that insights can be identified and translated.
Being able to isolate, identify and communicate data issues.
Own data quality for the analysis and reports produced.
As with most businesses, we are always exploring ways to boost profit and improve effectiveness, retain and attract clients, and reduce risk which will be a key outcome for this role.

You’ll need solid experience across:
Statistics, mathematics, computer science, or related disciplines.
Analytics techniques such as: Predictive Modelling, Regression and Classification analysis.
SQL, Python or R, Power BI, Grafana, etc.
Generating insights from large and disparate data sets.
Strong organisation and time management skills
Ability to work effectively in a fast-paced environment.
Why Consolidated?
You will have the opportunity to progress within a growing business
Be part of our Leading Staff Recognition Program
Enjoy a range of staff social events
Requirements
Provide proof of your COVID-19 vaccination
You must have full work rights within Australia
A current clear Police Check
Show Less",3.3,"Consolidated Property Services
3.3",South Melbourne,1001 to 5000 Employees,-1,Company - Private,-1,-1,$50 to $100 million (USD)
Graduate Machine Learning (Canberra based),$36K - $96K (Glassdoor Est.),"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.
What are we looking for?
Completed software engineering/web development certifications;
Strong scripting skills using python or equivalent languages,
Solid understanding of machine learning models and their application to business problems,
Have strong verbal and written communication skills;
Experience building and deploying machine learning models; and
Degree in computer science, preferably natural language processing, speech processing, computer vision.
Most importantly, you’re passionate about learning and have an insatiable hunger for exploring and understanding new technologies. We’re a collaborative team so you will like working with others and won’t be afraid to share your ideas, ask questions or chat with colleagues and customers about the work you’re doing.
Who are we?
KJR is a technology-focused strategic advisory firm, that delivers. We help organisations build, buy and apply technology better. We’re trusted by ASX 100 companies, Australian federal and state government departments, and the start-up ecosystem alike to help drive digital advancement for industry advantage.
Like all great tech companies, we started life in 1997 out of our Founder’s garage and have since grown to employ over 100 software quality specialists Nationally, supported by offices in Sydney, Melbourne, Brisbane, and Canberra.
Our Consultants are a unique bunch with a diverse range of skills and experiences. We encourage our people to identify what motivates them so they can write their own story, leveraging their interests and passions to be the best KJR Consultant they can be. Our fun and inclusive culture ensure that everyone enjoys coming to work each day and to prove this, we've been voted one of Australia's Top 100 Coolest Companies for three years running. KJR also ranked number one for the 2019 APAC Talent Board Candidate Experience Awards Benchmark Program.
Check us out - www.kjr.com.au
Interested?
Select “Apply”, create a profile in our Talent Community and we’ll be in touch!
Show Less",4.7,"KJR
4.7",Canberra,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Analyst - Credit & Fraud Risk,$36K - $96K (Glassdoor Est.),"As an established Australian born business, we're proud to be ranked 3rd for the AFR's Best Places to Work 2022!!!! and we are continuing to supercharge our growth by turning the global market Amber. That's right, “Aussie Amber” (our brand colour, aptly nailed by our Marketing Team!)
In doing so we're changing the way people pay, for the better, and we'd love you to join us in our mission.
About the opportunity:
The Data Analyst will be responsible for tasks and initiatives relating to both credit and fraud risk.We are looking for a highly adaptable and passionate individual who is willing to apply themselves in a fast-paced multifaceted role and has experience in both credit and/or fraud analytics.
You will be part of a wider Risk Team, carrying out a variety of task such as portfolio & strategy monitoring, strategy optimisation, reporting insights, loss prevention, fraud detection & control, compliance, research, and liaising with internal & external stakeholders
What you'll be responsible for:
Regular monitoring and insights
Being the subject matter expert for credit & fraud strategies/policies
Suspicious activity detection and recommend mitigation strategies
Proactive investigation of customer accounts and transactions to prevent loss from fraud and credit risk
Ad hoc data analytics requests
Knowledge of credit & fraud compliance and regulatory guideline
Developing data and reports for fraud monitoring
Exercising discretion and making complex independent decisions
Identifying new data trends and making recommendations for system/rule improvements
Liaising with internal and external stakeholders, including but not limited to Tech Integration, Customer Service, Marketing, Sales, third party system providers
The Team you'll be joining
We believe every new team member has an opportunity to add to our culture – we're a vibrant team of Podcasters, Ultra-Marathoners, Weightlifters, Chess Players, Students and more, so we're looking for people who want to be part of a diverse and ever changing team.
As we grow, we change, so you'll be flexible, willing to evolve as our systems and processes do. Always tenacious, you'll relentlessly pursue opportunities and will be quick to bounce back if you encounter a setback. Most importantly, you'll be kind - our team appreciate and support each other (particularly this year) so you'll want to be part of that team spirit.
What you'll need to have:
Minimum 2-3 years' analytical & conceptual experience in credit loss and fraud prevention/detection/investigation, ideally in a payment/credit environment.
Credit and/or Fraud Strategy design, monitoring and optimisation
Data analytics using large data
Understanding of credit lending regulations
Familiarity with AUSTRAC, KYC, ECDD, AML & CTF procedures
Strong SQL and/or Python skills
Understanding of Credit Bureaus and data
Familiarity with payment processing, chargebacks management
Familiarity with credit & fraud decision & analytics platforms (e.g. ACI, AWS, PowerBI etc.)
Proficiency in MS Office applications, especially Excel proficiency
Minimum Bachelor level qualification in a related field (Data Science, Analytics, Mathematics, Finance, IT, Computer Science etc.)
If this sounds like you, we'd love to hear from you!
Short-listed candidates will be advised by telephone. Please note, due to the requirements of this role, candidates must have full working rights in Australia.
Openpay is an equal opportunity employer committed to providing a working environment that embraces and values diversity and inclusion. If you have any support or access requirements, we encourage you to advise us at time of application.
Job Type: Full-time
Show Less",3.7,"Openpay Group
3.7",Melbourne,201 to 500 Employees,2014,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable
Data Scientist,$36K - $96K (Glassdoor Est.),"Job description
Data Scientist Skills
Programming Skills – knowledge of statistical programming languages like R, Python, and database query languages like SQL, Hive, Pig is desirable. Familiarity with Scala, Java, or C++ is an added advantage.
Statistics – Good applied statistical skills, including knowledge of statistical tests, distributions, regression, maximum likelihood estimators, etc. Proficiency in statistics is essential for data-driven companies.
Machine Learning – good knowledge of machine learning methods like k-Nearest Neighbors, Naive Bayes, SVM, Decision Forests.
Strong Math Skills (Multivariable Calculus and Linear Algebra) - understanding the fundamentals of Multivariable Calculus and Linear Algebra is important as they form the basis of a lot of predictive performance or algorithm optimization techniques.
Data Wrangling – proficiency in handling imperfections in data is an important aspect of a data scientist job description.
Experience with Data Visualization Tools like matplotlib, ggplot, d3.js., Tableau that help to visually encode data
Excellent Communication Skills – it is incredibly important to describe findings to a technical and non-technical audience.
Strong Software Engineering Background
Hands-on experience with data science tools
Problem-solving aptitude
Analytical mind and great business sense
Degree in Computer Science, Engineering or relevant field is preferred
Proven Experience as Data Analyst or Data Scientist
Job Type: Full-time
Salary: $110,000.00 – $140,000.00 per year
Schedule:
8 hour shift
Ability to commute/relocate:
Sydney NSW: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Salary Expectation
Notice period
Visa status/Working rights
Personal Email
Experience:
Data Scientist: 4 years (Preferred)
Show Less",-1,GoTech Solutions Pty Ltd,Sydney,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Research Scientist (Cell Line Development Scientist),$36K - $96K (Glassdoor Est.),"Shiok Meats is hiring a Research Scientist (Cell Line Development Scientist) to work on stem cells and cell line development for seafood and meats. The candidate is required to support the team to generate crustacean and mammalian cell lines and optimize the culture conditions to produce cultivated seafood and meats in a sustainable and efficient manner.
Position:
Full-time
Australia
Required background:
PhD in Biology/Life Sciences or related field with more than 2 years cell culture post-graduate experience. OR
Masters in Biology/Life Science, Bioengineering, Chemical Engineering or related field with more than 5 years industry experience in cell culture and media development within pharmaceutical/biotechnology company.
Preferred experience:
Embryonic stem (ES) cells isolation and non-integrative induced pluripotent stem (iPS) cells derivation preferred.
Invertebrate/seafood cell culture and developmental biology.
Suspension cell culture and primary cell isolation experience.
Cell culture of satellite cells or myoblasts.
Molecular biology tool optimization.
Key Responsibilities:
Derivation of ES and iPS cell lines from crustaceans, seafood and mammals.
Formulate methods for in vitro fertilization in crustaceans, seafood and mammals.
Differentiate crustacean/seafood/mammalian pluripotent stem cells into muscle stem cells, muscle fibers and adipocytes.
Scouting of labs in Australia for set up of Satellite lab.
Setting up of satellite lab for research in Australia.
Procurement of equipment, consumables and reagents.
Sourcing of farmers or research institutes for sources of embryonic or early developmental stages of crustaceans, seafood and mammals.
Optimize molecular tools to characterize cell lines.
Molecular biology – DNA, RNA, protein work, antibody staining, sequencing, species identification, quantitative PCR.
Maintain cells in culture including routine media exchange, harvest, and sampling.
Establish internal and external quality control tests and partners to align with regulations requirements.
Identify and meet with external vendors and resources where appropriate and oversee external projects required to accomplish project goals.
Rigorous documentation of experimental procedures and data.
Communicate results and data in a timely and effective manner.
Provide guidance to junior scientists or associates.
Contribute to regulatory submissions and inspections as appropriate as a subject matter expert representing cell line development process.
Training in Singapore for Crustacean cell isolations and culture.
Traits:
Strongly motivated and believes in mission to bring crustacean meat to market/
Ability to think out of the box.
Works well independently.
Able to independently design, execute, and interpret laboratory experiments to answer specific scientific questions.
Meticulous and familiar with aseptic techniques.
Self-starter, energizing, results oriented, and able to multi-task.
Must be forward-thinking and be able to lead and contribute to scientific/technical discussions.
Able to independently learn, understand and execute novel/advanced scientific techniques.
Strong time-management and organizational skills.
Have great attention to detail and ability to keep detailed written records in a lab notebook or batch record.
Have strong communication skills including verbal, written, and scientific data presentation to a variety of audiences.
Interest to lead an expanding research team.
Able to work collaboratively within and outside of the group.
Job Type: Full-time
Salary: $7,281.48 – $8,841.79 per month
Benefits:
Health insurance
Referral program
Schedule:
8 hour shift
COVID-19 considerations:
All employees have to be fully vaccinated.
Ability to commute/relocate:
Sydney, NSW: Reliably commute or planning to relocate before starting work (Required)
Education:
Masters Degree (Required)
Work Authorisation:
Australia (Required)
Show Less",-1,Shiok Meats (Singapore) Pte. Ltd.,Sydney,-1,-1,-1,-1,-1,-1
"Software Developers (Real-time Simulation & Machine Technology) – all experience levels, full and part-time",$36K - $96K (Glassdoor Est.),"All experience levels, full and part-time
Immersive Technologies is one of the world's most successful companies in driving continuous improvement of human performance within the mining industry. We're part of the global Komatsu Group of companies, and are the world's largest supplier of mining equipment simulators, with our solutions deployed in over 50 different counties.
Our staff love Immersive because we have some of the most exciting and interesting development projects in Perth, and our products make a genuine difference in the safety and performance of operators. Our projects involve real-time simulation, low-level hardware interfacing, web development, and data management and analytics. Our developers get to work across our full and diverse technology stack, so there are plenty of chances to learn and develop new skills.
Some of our projects include:
ongoing development of state-of-the-art graphics and stereoscopic 3D
simulating mining machines and mine sites for top global companies
end-to-end design and manufacture of both our hardware and software
developing solutions to help mining companies transition to driverless mines
creating systems to remotely operate real mining equipment
replicating increasingly complex cabin designs and electronics into our simulators
building cloud-based solutions and data-analytics for the mining industry

and many more...
Immersive is committed to recruiting and maintaining a diverse and inclusive team because we strongly believe we're more effective with people from a wide range of backgrounds and identities. We offer both full-time and part-time positions with flexible working hours because we value the importance of work-life balance. We work both from home and in our central well-equipped office with its lake views and great coffee.
Recent graduates or bright stars who have completed at least their second year of university.
We offer talented students the chance to be part of a vibrant, best-practice software development team in a successful and growing company, while being supported to complete their degree part-time.
You'll need:
To have completed at least the first two years of a relevant degree in computer science, games technology, mathematics, physics, engineering or similar
Some experience programming in an object-oriented language (we primarily use C++ but also C#, Typescript and Javascript)
Good communication skills
Experienced software developers/engineers.
We offer opportunities to work on a wide range of exciting projects with friendly and motivated teams. If you'd like to lead then there are plenty of opportunities to lead projects and/or teams.
You'll need:
A relevant degree in computer science, games technology, mathematics, physics, engineering or similar
Experience programming in C++
Good communication skills
Why Immersive?
We have a great group of people who work together in a casual and friendly atmosphere where we can all learn from each other. We work in teams and embrace lightweight, industry best-practice processes with a focus to continually improve.
When you join Immersive you'll be assigned a mentor who will help and guide you to develop skills to grow as a software engineer. We're committed to developing people and offer a clear career progression path, ongoing on-the-job training, personal-project time each fortnight, and competitive salaries.
Show Less",4.1,"Immersive Technologies
4.1",Osborne Park,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
Data Scientist (Simulation),$36K - $96K (Glassdoor Est.),"Application closing date: Monday, 08 August 2022 • 11:59pm, Canberra time (in Canberra)
Estimated start date: Monday, 22 August 2022
Location of work: ACT
Length of contract: 6 Months
Contract extensions: 2x 12 months
Security clearance: Must have Baseline
Rates: $120 - $150 per hour (inc. super)

The Department of Agriculture, Fisheries and Forestry (DAFF) has undertaken an initiative to improve its biosecurity risks under the recently established Digital Reform Division. DAFF aims to develop an Enterprise Pest Management system and integrate it with the department's critical biosecurity information system.
We are looking for data scientists that can work across the Azure technology stack to deliver outcomes that improve risk management capabilities across the cargo pathway and support the movement of shipping containers of imported goods into Australia. We are looking for a data scientist with experience and skills in statistical simulation, probability theory and scientific computing, as well as experience or a desire to learn the Microsoft Azure platform. The focus will be on models developed in R.
Technologies you might work with:
programming languages like Microsoft SQL, R and MATLAB Python, Jupyter Notebooks, Spark PyTorch , Keras , Tensorflow, SciKit Learn Microsoft Azure (Azure Cognitive Services, Azure Machine Learning, Databricks)
ALM Azure DevOps tooling Data Preparation, cleansing, transformation and loading Model – Discovery, Plan, Build, Test and Operationalise Define and create data structures
What you will work on:
Continuous development of our clients' machine learning platform and products based on mainly Azure
Identifying, creating and preparing data required for machine learning algorithms
Deploying and maintaining machine learning solutions in production Using Agile/SCRUM methodology
Depending on your experience you might work on custom machine learning solution architecture, design, definition and implementation
The ideal candidate will have:
Strong mathematical skills to help collect, measure, organize and analyze data
Technical proficiency regarding database design development, data models, techniques for data mining, and segmentation
Advanced experience with building applications in one of the major languages, preferably R (alternatively Python)
Experience with R scientific computing and parallelisation libraries
Real life experience with statistical simulations and applied probability theory in various domains (e.g. biosecurity)
Experience with Azure cloud technologies including Azure Databricks Real life experience in Image Recognition and Computer Vision (object detection, classification)
Familiar with machine learning libraries l

Essential Criteria
Proven experience in implementing Analytics in Microsoft Azure environment. Working R scientific computing and parallelisation libraries, statistical simulations and applied probability theory.
Data science model architecture, design and implementation on Azure Databricks and Implementation.
Programming skills to collect, analyze, and interpret large data sets to develop data-driven solutions for business challenges.
Experience in leading the design and development activities using Agile product development environment and familiarity with Agile ceremonies.


Desirable Criteria
Real life experience in Image Recognition and Computer Vision (object detection, classification).
Proven experience in implementing Machine Learning models (e.g Deep Learning), ML development frameworks like Tensorflow, Pytorch, scikit learn etc.
Show Less",5.0,"CYOS Solutions
5.0",Canberra,1 to 50 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
Big Data Developer,$36K - $96K (Glassdoor Est.),"About Us :
GOSOL, IT consulting and Staffing organization can help you enhance Technology, Digital, Project and Business Transformation. Guided by integrity and trust, we believe in offering an unparalleled experience as your Tech of choice. For businesses, this means providing you with access to the quality solution.
Find us at - https://gosol.com.au/
Job Description:
Responsibilities
Develop and maintain data pipelines implementing ETL processes
Take responsibility for Hadoop development and implementation
Work closely with a data science team implementing data analytic pipelines
Help define data governance policies and support data versioning processes
Maintain security and data privacy working closely with Data Protection Officer internally
Analyze a vast number of data stores and uncover insights
Skills and Qualifications
Experience in Python, Spark and Hive
Understanding of data warehousing and data modeling techniques
Knowledge of industry-wide analytical and visualization tools (Tableau and R)
Strong data engineering skills on the Azure Cloud Platform is essential
Streaming frameworks like Kafka
Knowledge of core Java, Linux, SQL, and any scripting language
Good interpersonal skills and positive attitude
Note: Australia Citizens/PR Holders/ Work & Dependent Visa holders will be considered
Job Type: Full-time
Salary: $600.00 – $750.00 per day
Schedule:
8 hour shift
Application Question(s):
Salary Expectation
Notice Period
Visa Status/ Working Rights
Personal Email
Experience:
Big Data Developer: 5 years (Preferred)
Show Less",-1,GoTech Solutions Pty Ltd,Sydney,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data and Policy Analyst,$36K - $96K (Glassdoor Est.),"About the Role
This role contributes to organisational priorities by providing expert data and policy analysis to support SAGE accreditation program. You will identify and define relevant data fields and metrics, manage the design and implementation of a suitable database solution, undertake outcome and impact analysis, perform statistical analysis, interpret data and provide data visualisation and reporting tasks. This position is full-time, available on a 2-year fixed term basis.
About you
You will be an experienced data and policy analyst, with at least 5 years’ statistical analysis (quantitative data and qualitative), data mining and working with complex datasets and a range of databases coupled with relevant tertiary qualifications. You will have knowledge of national and state-based gender equity and diversity data reporting systems and experience in small business and client services.
Duties and Responsibilities
· Undertake data analysis of SAGE related data sources, draw insights and conclusions and present clear written, dashboard and visual summaries of results and trends.
· Assess and advise on data policy and tools and manage the development and implementation of a suitable database to manage SAGE data.
· Define, develop and consult on metrics and datasets to guide and inform SAGE stakeholders and to identify and report on trends and impact of SAGE.
· Conduct data cleaning and validation (Quality Assurance and Quality Control) to ensure that data sets are in a format suitable for SAGE use.
· Provide secretariat support to SAGE working groups, manage the effective implementation of SAGE peer review process and contribute to the SAGE program of activities.
· Contribute innovative policy solutions and identify opportunities for continuous improvement in the quality and efficiency of data analysis, policy advice and program design and reporting.
Capabilities required to perform this role effectively
· Demonstrated experience in project management and coordination and stakeholder engagement.
· Demonstrated experience in data and information processing activities, data mining and statistical analysis (quantitative and qualitative data) and ability to interpret and draw meaningful insights from data and information.
· Demonstrated ability to use critical thinking to draw insights and conclusions, interpret data and detect key trends.
· Demonstrated ability to present information to a diverse range of stakeholders in a succinct, practical and accessible manner.
· Demonstrated organisational and time management skills, including the ability to manage conflicting priorities and deliver agreed outcomes within tight time frames.
· Communication, both written and oral.
· Collaboration, teamwork and commitment to inclusive practices.
· Proficiency in Microsoft Office products and a range of data tools.
About SAGE
· Science in Australia Gender Equity Limited (SAGE Ltd) is a not-for-profit public company limited by guarantee. SAGE Ltd’s Board of Directors is chaired by Libby Lyons and is responsible for the corporate governance and strategic vision of the Company.
· At SAGE, we are guided by our vision for Australia’s tertiary education and research sector to be leaders in best practice gender equity, diversity, and inclusion.
How to Apply
Applications must include:
Resume; and
Cover Letter, which should be a maximum of two (2) pages. Summarise, including evidence, how your skills and experience would be a good fit for the role.
· Applications close 25 August 2022
To be eligible to apply for this role you must be legally permitted to work in Australia.
SAGE Ltd aims to build an inclusive environment that champions, embraces and respects difference. We are committed to workplace flexibility, and we encourage applications from Aboriginal and Torres Strait Islander people, and people of all cultures, abilities, genders, sexes and sexualities.
Job Types: Full-time, Fixed term
Contract length: 24 months
Salary: $80,000.00 – $100,000.00 per year
Benefits:
Work from home
Schedule:
Monday to Friday
Experience:
Data analytics: 5 years (Required)
Work Authorisation:
Australia (Required)
Application Deadline: 25/08/2022
Show Less",-1,Science in Australia Gender Equity,Canberra,-1,-1,-1,-1,-1,-1
Expression of Interest - Data Operations Technician,$36K - $96K (Glassdoor Est.),"Flying Bark is seeking expressions of interest for an entry level Data Operations Technician, who will be a key member of our Sydney-based team. The Data-Ops Technician is responsible for the efficient movement of all data in and out of the studio, including between our studios worldwide, and to and from clients and suppliers. Data-Ops coordinate with production to balance priorities and allocate bandwidth appropriately, adjusting transfers as needed and keeping production up to date with ETAs.

Responsibilities:

Oversee the incoming and outgoing traffic of electronically transmitted data for the company
Ensure all data is transferred efficiently and securely, in line with company and client protocols
Save data to the relevant internal server locations
Schedule transfers according to priority and adjust as needed
Be aware of production deadlines and advise the relevant crew if deadlines are in jeopardy
Act as the point of contact for general Data I/O task troubleshooting and complex problem solving.
Suggest and assist to create automated workflows and processes using in house automation, proprietary software, and third-party systems.

Skill set:

General technical troubleshooting experience.
Ability to handle sensitive and confidential data
Ability to handle a fast paced, occasionally high pressure environment.
Experience with transmissions related to the media/animation industry
Experience with Aspera, SFTP, Media Shuttle and other file transfer mechanisms
Understanding of computer networks, including hardware, protocols, and firewalls in a production environment
Ability to work well independently and as part of a team.
Willingness to work very flexible hours when needed
Excellent communication skills, both verbal and written.
Computer science degree preferred
Show Less",4.3,"Flying Bark Productions
4.3",Alexandria,51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Systems Administrator,$36K - $96K (Glassdoor Est.),"Responsibilities:
Meeting with the Head of IT to assess and define system and software requirements
Analyzing network data and infrastructure to determine inefficiencies and problems
Developing and designing network architecture and computer systems infrastructure
Overseeing the development, installation, configuration, and administration of computer systems
Managing project timelines and documentation
Monitoring computer systems and networks for viruses, malfunctions, and errors
Troubleshooting technical issues and developing effective solutions
Preparing network analytics, data reports, and operational manuals
Training the engineering team on new systems, protocols, and best practices
Keeping abreast of the latest advancements in technology, protocols, and best practices
Senior Systems Administrator Requirements:
A minimum of 5-7 years experience as a Systems Administrator
Exceptional communication and leadership skills
Strong analytical thinking and problem-solving abilities
Familiarity with operating systems such as Windows/Server, OSX, Linux
Windows Server Active Directory and Group Policy Family (DNS, DHCP, Radius)
WIFI AP configuration
Perforce, Jenkins, Deadline configuration and administration
VMware infrastructure knowledge and configuration
Storage administration of Dell EMC Isilon systems or similar enterprise storage systems
Top level administration of layer 3 switches (Cisco) and general networking knowledge
Preferred but not required:
Bachelor's/Master's degree in computer science, information systems or similarly related field
CompTIA A+ or Network+ certification
VFX/3D/Media/Advertising background
Additional certification in one or more of the following areas: Mac, Linux, Microsoft Windows, Microsoft Exchange, VMWare, Cisco
Experience with database management software, such as MySQL PostgreSQL
Scripting skills with knowledge of programming languages Python and Bash, Windows Batch scripting for scheduled tasks
Good knowledge of networking protocols, such as TCP, UDP, and IP, VPN and PCOIP knowledge
Jamf (OSX+iOS), MDM and Apple troubleshooting; Windows MDM using PDQ; Linux MDM using Ansible
Perforce, Jenkins, Deadline configuration and administration
Atlassian products: Jira, Bitbucket, and Confluence administration
Perks of working at Rotor
Flexible working hours = a great work/life balance
Part-time remote work
Paid Parental Leave
Super friendly and always approachable management team
Beer/cider/wine o'clock / soda on Friday afternoons (when in office)
Team lunches/dinners
Education and training so you're constantly learning
Primo location in the heart of North Sydney (what a view!)
Company-wide event nights - bowling & karaoke are favs!
Job Type: Full-time
Salary: $65,873.36 – $122,340.67 per year
Schedule:
10 hour shift
Ability to commute/relocate:
North Sydney, NSW 2060: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
Will you require a visa sponsorship for this position? *
What are your salary expectations for the role (excluding superannuation)? *
Work Authorisation:
Australia (Preferred)
Show Less",3.9,"Rotor Studios
3.9",North Sydney,51 to 200 Employees,1998,Company - Private,Publishing,Media & Communication,Unknown / Non-Applicable
Machine Learning Scientist,$36K - $96K (Glassdoor Est.),"WHAT YOU WILL DO
As a Machine Learning Scientist, you will create optimized, state of the art 3D graphical user interfaces and build physics simulation engines that scale across millions of assets.
As part of this, you will:
Develop approaches to generate accurate models from imperfect data using deep learning and classical algorithms
Develop approaches for intelligent network scale insights
Develop and optimize training pipelines
Develop data structures that can perform in real-time with user interaction on large underlying data sets
Work with a variety of data sources, including LiDAR, aerial photography & photogrammetry, and structured data.
Put your software engineering skills to the test in organizing functionality for many use cases in a complex domain (this is not an ""on click button, send RPC"" kind of application)
Mentor other engineers in best practices
WHO YOU ARE
You are a Machine Learning Scientist with a strong background in software development and machine learning coupled with a Bachelor's Degree in Computer Science (or equivalent). You have a superb working knowledge of Python and C++ (Java is a plus). Most of all, you're passionate about Machine Learning and building best-in-class, complex software solutions.
WHO WE ARE
Neara is a high-growth utility software company headquartered in Sydney, Australia. We have secured our Series B funding and are backed by some of the best investors in Australia, including Square Peg Capital and Skip Capital.
Our mission is to empower organizations by bringing them closer to their assets, environment, and business through intelligent software solutions. As a result, we are tackling the toughest challenges in the rapidly evolving energy and infrastructure sector.
Our proprietary software platform generates three-dimensional digital models of infrastructure assets, enabling complex, engineering-grade analysis to be performed at scale. We enable utilities and infrastructure asset owners to enhance the operation and performance of their assets by optimizing capital spending, reducing operational costs, and improving safety and risk management.
WHAT WE ARE OFFERING YOU
Competitive salary + ESOP
Career development & growth opportunities
Flexible hours & working arrangements
Awesome work culture
Complex, meaningful products & real world problems
To apply, please use the online application link below. For additional information or to arrange a confidential discussion, please email talent@neara.com.
Neara values diversity, belonging and equal employment opportunities. We encourage individuals from all backgrounds to apply. Please note, you will require current and unrestricted working rights. All applicants will receive an update on their application within 7-10 working days.
No agencies or third party service providers please.
Show Less",5.0,"Neara
5.0",Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
