Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Engineer,$90K (Employer Est.),"About RedEye!
We provide the first fully cloud-based and purpose-built engineering data management solution for asset owners and their service providers globally.
We work with critical infrastructure organisations across industries such as water, energy, mining, infrastructure, healthcare, government (national parks and wildlife), and defence to improve the safety and productivity of their critical assets, in real time.
What began as an ambitious start-up in Brisbane in 2012 as a way for engineers to manage their engineering information has today evolved into a recognised leader in assets data management delivery, helping our clients manage over $250bn of assets. This is our RedEye story...so far.",4.5,"RedEye
4.5",Brisbane,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
"Data Analyst, Compliance",$90K (Employer Est.),"Company Description Block is one company built from many blocks, all united by the same purpose of economic empowerment. The blocks that form our foundational teams — People, Finance, Counsel, Hardware, Information Security, Platform Infrastructure Engineering, and more — provide support and guidance at the corporate level. They work across business groups and around the globe, spanning time zones and disciplines to develop inclusive People policies, forecast finances, give legal counsel, safeguard systems, nurture new initiatives, and more. Every challenge creates possibilities, and we need different perspectives to see them all. Bring yours to Block.
Job Description

As our business grows, so does our Compliance Team! We are looking for a Data Analyst – Compliance Monitoring and Testing, to join our Global Compliance function. Reporting directly to the Manager – Compliance Monitoring and Testing, you will be assist with delivering data for all Compliance teams including for Afterpay's AML/CTF Transactions Monitoring system. You will ideally have some experience in data and analytics with exposure to AML, Risk or Fraud. Alternatively, you are a graduate with a passion to utilize your degree in Mathematics, Computer Science or Statistics to start a career in the Data and Analytics world!",2.9,"Block
2.9",Melbourne,1001 to 5000 Employees,1995,Company - Private,Security & Protective,Management & Consulting,$100 to $500 million (USD)
Senior Data Analyst,$90K (Employer Est.),"We are seeking a Senior Data Analyst for an organization that empowers merchants and shoppers to realize the full potential of eCommerce by making it safe, accessible, and frictionless.
About the Role
You will be part of a growing operational team that is responsible for Riskified’s customers’ performance, quick problem-solving and online fraud prevention in real-time. You will take a major part in research and investigation of new online-fraud trends, in a super-dynamic environment, and therefore stand at the forefront of Riskified’s work. You’ll be leveraging your analytical skills and knowledge of our product to provide meaningful insights to our merchants.
In addition, you will take part in a small agile team responsible for defining, operating and optimizing our new products in our product suite.",4.5,"Velocity Global LLC
4.5",Melbourne,501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Junior Business Analyst Graduate,$90K (Employer Est.),"Position Summary
Samsung Graduate Program - Process Innovation

Turn your dreams into reality, create the unthinkable and #ReImagineYourFuture with Samsung Electronics Australia.

We are recruiting innovative fresh graduates to join our Graduate Program in 2023, late January. This Graduate Program is a 12-month program that is tailored to fully equip you with the skills, knowledge and overall professional development to kick-start your career. We are hiring for a Junior Business Analyst Graduate to join our Business Innovation division.
Role and Responsibilities",3.4,"Samsung Electronics
3.4",Sydney,1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Scientist,$90K (Employer Est.),"Company Description

Interested in building and executing geospatial analytics on top of millions of square kilometres of aerial imagery working closely with key property insurance customers? Nearmap is recruiting for a mid-level Data Scientist to join the AI Output Systems team within the AI Systems group.

Company Description:
Nearmap is a Sydney-based global location intelligence company. We have tens of petabytes of high quality aerial imagery covering half a million square kilometres a year at 5-7cm resolution, and regularly captured imagery dating back to 2009. We produce automated 3D models of entire cities, and rich AI-driven vector maps, which turns our visual content into semantic information to power decisions in a wide range of organisations.

In the AI Output Systems team we design, build, and operate software systems that transform aerial imagery to insight. Our technology stack is based on the Python scientific libraries and traverses deep learning technology such as Tensorflow and Pytorch, cloud native technology such as Kubernetes, Kubeflow and Kafka, and computational geometry / GIS tools such as the Shapely and GeoPandas libraries.

Nearmap is a high-growth company, the ideal candidate will embrace an environment where things happen quickly and continuously. We aim for all employees to feel supported in their career development, with an abundance of opportunities for mentorship and cross-functional team projects.",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Data Scientist,$90K (Employer Est.),"The Pepperstone story started in 2010. Our team describes us as a place for the creative and the driven. We’re a team who do things a little differently: we’re a global fintech that was born digital, nimble, connected, and united in our purpose to truly support every one of our customers’ quests for trading mastery. Our people are motivated to develop their careers in FinTech in a vibrant and fast-paced environment. We thrive on progress – for our traders and for ourselves. We possess a unique organisational culture, combined with a vibrant and fast-paced working environment for driven people who want to grow their career in finance and do so with one of the world's fastest-growing FX brokers.

The Role

We're investing in and uplifting the capability of applying AI across our products and are looking to expand the AI team with multiple mid-senior Data Scientists. These are exciting opportunities to join a strongly AI-focussed team within the IT department at a rapidly growing organisation with very ambitious and challenging projects.",4.3,"Pepperstone Group
4.3",Melbourne,201 to 500 Employees,2010,Company - Private,Investment & Asset Management,Finance,Unknown / Non-Applicable
"Quantum Researcher, Experiment (all levels)",$36K - $96K (Glassdoor Est.),"Quantum Brilliance is the world leader in room-temperature quantum computing using synthetic diamonds. Our unique vision is to make quantum computing available as an everyday technology, from data centres to remote and mobile systems like autonomous robots and satellites. In contrast to quantum computers that fill a room, we are developing quantum accelerators with more compute power than a classical supercomputer but a form-factor smaller than a lunchbox.
We are a full-stack Australian-German quantum computing company, led and supported by the pioneers of diamond quantum information processing. Our HQs are in Canberra and Stuttgart, with additional locations across Australia and southern Germany. We are working with global technology leaders to develop quantum computing applications, integrate quantum with high-performance computing, solve materials science challenges and develop ultra-precise semiconductor manufacturing and control techniques. We are backed by leading venture-capital funds and major research and technology institutes.",2.4,"Quantum Brilliance
2.4",Canberra,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Data Scientist,$36K - $96K (Glassdoor Est.),"The data scientist is responsible for delivering data science and advanced analytics projects that contribute to audience selection and personalisation for customer recommendations, offers and 1-1 marketing campaigns, and improved health insurance business performance.
As well as bringing strong data processing and technical data science capabilities; you will also enjoy working closely with business stakeholders to understand requirements and translate these into data-driven approaches; bringing fresh ideas to ensure that data science projects are supporting the delivery of the health insurance business strategy and the customer analytics roadmap.
How will I help?
Execute analytical approaches, including (but not limited to) developing / training / optimising machine learning models, other forms of analytical modelling (e.g. descriptive, predictive) and applied statistics
Leverage capabilities of the new data science platform to productionise relevant analytical models / outputs
Full time",3.7,"Bupa
3.7",New South Wales,10000+ Employees,1947,Company - Private,Healthcare Services & Hospitals,Healthcare,$5 to $10 billion (USD)
Senior Data and Policy Analyst,$36K - $96K (Glassdoor Est.),"Senior Data and Policy Analyst (356980)
Department of Justice
Corporate, Strategy & Policy
Office of the CIO

Applications must be submitted by Tuesday 09 August, 2022 11:55 PM
Position details
Applications close:
Tuesday 9 August, 2022 11:55 PM AEST",-1,Tasmanian Government,Hobart,201 to 500 Employees,-1,Government,-1,-1,Unknown / Non-Applicable
Data Scientist (Simulation),$36K - $96K (Glassdoor Est.),"Application closing date: Monday, 08 August 2022 • 11:59pm, Canberra time (in Canberra)
Estimated start date: Monday, 22 August 2022
Location of work: ACT
Length of contract: 6 Months
Contract extensions: 2x 12 months
Security clearance: Must have Baseline
Rates: $120 - $150 per hour (inc. super)

The Department of Agriculture, Fisheries and Forestry (DAFF) has undertaken an initiative to improve its biosecurity risks under the recently established Digital Reform Division. DAFF aims to develop an Enterprise Pest Management system and integrate it with the department's critical biosecurity information system.",5.0,"CYOS Solutions
5.0",Canberra,1 to 50 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD)
SVP 2022/2023 - Digital - Data Science,$36K - $96K (Glassdoor Est.),"Date: 26-Jul-2022
Location: AU
Company: Woodside Energy Ltd
Summer Vacation Program – Digital – Data Science

About Woodside Energy

We're a global energy company, founded in Australia with a spirit of innovation and determination. Woodside Energy led the development of the LNG industry in Australia and is applying this same pioneering spirit to solving future energy challenges.",3.6,"Woodside Energy Ltd
3.6",Australia,1001 to 5000 Employees,-1,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",-1
Data Migration Specialist - Brisbane or Canberra,$36K - $96K (Glassdoor Est.),"Are you a passionate Data Migration Specialist looking to make your next move in a global organisation?
We're currently expanding the footprint of our Australian team as we continue to deliver across a critical Federal Government program of work. This program is not simply a technology refresh – it will be a transformation that encompasses legislative, technology, business process and organisational changes.
Our configurable Product is central to this project and after the initial training period, you'll be based out of our client’s premises in Brisbane – working alongside the client and our team to deliver Registry Solutions.
Working as part of an agile project team, you'll be central to the delivery of our product for our client. You will spend your time on the data migration design & execution as well as coaching and mentoring other data migration team members.",-1,Foster Moore International,Brisbane,-1,-1,-1,-1,-1,-1
Research Intern,$36K - $96K (Glassdoor Est.),"Research Intern-220008CR

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications
Reseach internship @ Oracle Labs
Position reports to – Project Lead/Research Director
Overall Objective/Purpose – A research internship at Oracle Labs will give you an opportunity to explore complex software research problems in different areas of intelligent application security like software composition analysis, runtime application self-protection, vulnerability detection and remediation, program synthesis, cloud security, supply chain security, threat intelligence etc. You shall be leveraging your existing knowledge in these areas as well as applying skills and techniques in machine learning, program analysis, taint analysis, fuzzing, NLP, synthesis etc. to advance the state of the art, working alongside engineers and researchers at Oracle Labs. You will also have the opportunity to tailor the project to your own experience and academic programme requirements, if any. This is a paid position, remunerated in accordance with industry standards.",3.9,"Oracle
3.9",Brisbane,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Business Intelligence (BI) & Data Warehouse Developer,$36K - $96K (Glassdoor Est.),"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.",3.7,"Harris Farm
3.7",Australia,501 to 1000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Engineer,$36K - $96K (Glassdoor Est.),"About RedEye!
We provide the first fully cloud-based and purpose-built engineering data management solution for asset owners and their service providers globally.
We work with critical infrastructure organisations across industries such as water, energy, mining, infrastructure, healthcare, government (national parks and wildlife), and defence to improve the safety and productivity of their critical assets, in real time.
What began as an ambitious start-up in Brisbane in 2012 as a way for engineers to manage their engineering information has today evolved into a recognised leader in assets data management delivery, helping our clients manage over $250bn of assets. This is our RedEye story...so far.",4.5,"RedEye
4.5",Brisbane,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Analyst,$36K - $96K (Glassdoor Est.),"Accedo is looking for a talented and experienced Data Analyst to join our Global UX team based in Sydney.

At Accedo you will be part of a multicultural and multi-disciplined team delivering innovative user experiences for smartphones and tablets, Smart TV’s, gaming consoles and other media devices, focussing on video streaming platforms.

The work environment is international and challenging. Your teammates will be in New Zealand, Australia, Asia and India, giving you the chance to evolve your skill set whilst working with new technologies and exciting customers like Tata Sky, Les Mills, Paramount+, Foxtel, SBS and 9Now. We strongly believe in career development and work in a forward-thinking, agile environment that is based on collaboration, knowledge sharing, and continuous improvement.




Requirements:





Country:
Australia",4.4,"Accedo
4.4",Sydney,501 to 1000 Employees,2004,Company - Private,Information Technology Support Services,Information Technology,$50 to $100 million (USD)
Junior Business Analyst Graduate,$36K - $96K (Glassdoor Est.),"Position Summary
Samsung Graduate Program - Process Innovation

Turn your dreams into reality, create the unthinkable and #ReImagineYourFuture with Samsung Electronics Australia.

We are recruiting innovative fresh graduates to join our Graduate Program in 2023, late January. This Graduate Program is a 12-month program that is tailored to fully equip you with the skills, knowledge and overall professional development to kick-start your career. We are hiring for a Junior Business Analyst Graduate to join our Business Innovation division.
Role and Responsibilities",3.4,"Samsung Electronics
3.4",Sydney,1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD)
Information Technology Support (FT),$36K - $96K (Glassdoor Est.),"An exciting role for an IT support officer whose responsibilities and work have a positive impact on the quality of life

Be a part of an organizational culture that upholds values like Respect, Accountability, Collaboration, and Innovation. We are looking to grow our diverse engineering team, who are passionate about building products that consumers love. You will join our product development team to perform day-to-day maintenance and repairs, including software and computer installations and upgrades, routine automation, security maintenance, troubleshooting, training, and technical support for all users and projects of the company. The roles require you to understand the operations of the business, be a technology all-rounder and handle any concerns that may arise.
Essential Criteria:
Experience in the IT industry",-1,LLS Australia,Rhodes,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Quantitative Research Fellow,$36K - $96K (Glassdoor Est.),"Research and Development.
Project management.
Communication.

The Company
This is an opportunity to join a respected and valued company that has been providing to the Australian people for almost a century. Dedicated to building a healthier nation, our client is looking for a new Research fellow to deliver world-class quantitative research.

The Role
If you want to work in environment where you will be trusted, inspired, and challenged, this role is for you.
Part of the Research and Development program team, you will be responsible for developing and conducting research projects, to provide high quality scientific outcomes. You will work with internal and external stakeholders to ensure business practices are informed and to broaden knowledge in the international domain.




You will be valued and be able to further develop your strengths, making you an even stronger leader. The position offers an attractive salary with salary packaging option and preferred private Healthcare provider at reduced cost. You will have the flexibility to also work from home and at the office.


We are currently short-listing candidates so if you are interested in this role, please click on APPLY now and submit your application. Alternatively, you can contact Christelle at KE Select on 0401 691 247.

KE Select is an Australian-based, leading Scientific & Medical Recruitment Partner for many organisations within the Life Science, Medical, Clinical, Hospital and Healthcare space.

We Specialise in Permanent and Temporary recruitment across Australia and New Zealand. If you are a candidate looking for a new role or a company looking for industry-specific recruitment firm, please visit our website to find out more. www.keselect.com",3.4,"KE Select
3.4",Melbourne,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$36K - $96K (Glassdoor Est.),"About us

TrafficGuard is the world’s first truly omnichannel, full-funnel fraud and invalid traffic solution. Publicly listed on the ASX, TrafficGuard operates in one of the largest addressable markets in digital advertising and provides solutions for one of the largest problems yet to be solved. We provide the technology and data to enable advertisers to maximise efficiency and growth.

We have scaled our platform into almost 4,000 advertisers globally (including multiple Unicorns) to enable them to verify their advertising in real-time and find and remove invalid traffic. Along the way, TrafficGuard has picked up numerous awards for both its anti-fraud and optimisation capabilities and has been recognised as one of the most innovative companies in Australia.",-1,TrafficGuard,Perth,1 to 50 Employees,-1,Company - Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD)
Data Scientist,$36K - $96K (Glassdoor Est.),"Data Science opportunities: Senior, mid & junior level candidates.
Our client is a fast growing and dynamic Technology business that specialises in AI, Machine Learning and technologies that deliver smarter decision making through the intelligent use of data.
They have developed an amazing and all inclusive culture with a fantastic environment to work in. The business is proud of its growth and successes to date and they believe they have created a business that allows people to thrive and be their best self.
Their vision has always been to make a real, positive differences to businesses of all sizes, through AI. They work closely with some of Australia’s most well-known companies, both locally and internationally, to solve all sorts of business problems.",-1,Blue Bison Recruitment,Sydney,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Scientist (Remote Sensing),$36K - $96K (Glassdoor Est.),"The Scientist (Remote Sensing), PO3 is a role in which you will:
Contribute your knowledge and skills to a program of work that will generate and deliver high quality,scientifically defensible state-wide mapping and monitoring products using remote sensing, field data and other spatial information.
Process, interpret and analyse remote sensing imagery and spatial data to identify, map and monitor changes in the environment to support government programs and occasionally in support of compliance investigations and/or court proceedings.
Develop, maintain and use open source and proprietary software and data management systems for image processing and analysis to develop mapping products, store large datasets, and maintain quality control in a multi-user environment based on recognised data standards.
Participate in fieldwork and field data collection for the calibration and validation of mapping products derived from remotely sensed imagery.
See Role Description for further information
Applications to remain current for 12 months.
QLD/434843/22

Monday, 15 August 2022This work is licensed under a Creative Commons Attribution 3.0 Australia License.",3.2,"Environment and Science
3.2",Brisbane,1001 to 5000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Junior Data Analyst - Western Public Health Unit,$36K - $96K (Glassdoor Est.),"A unique opportunity exists to join the Western Public Health Unit in the role of Junior Data Analyst.
The Western Public Health Unit (WPHU) has been established to strengthen the public health response to infectious diseases and other health issues in the Western metropolitan region of Melbourne. The Unit is part of a system of three metropolitan Public Health Units; WPHU, North-eastern (NEPHU), South-eastern (SEPHU) and six regional Public Health Units to provide a new state-wide system of public health delivery and oversight. WPHU is currently responsible for COVID-related public health control activities and is taking on increasing responsibility for other communicable disease and health promotion activities, as part of the State’s overall public health response.
The Junior Data Analyst is a member of the Data, Epidemiology and Surveillance (DES) team. The role reports to the Lead Epidemiologist, will work closely with and under the direction of the Data Analyst, and will involve some supervision of activities undertaken by Data Assurance Officers.",3.9,"Western Health Australia
3.9",New South Wales,5001 to 10000 Employees,-1,Hospital,-1,-1,Unknown / Non-Applicable
Data Analyst,$36K - $96K (Glassdoor Est.),"About the Company:
Drive Yello helps businesses efficiently manage last-mile delivery and connects them to gig economy drivers, so they can meet the ever-increasing demand for convenience. We have ambitious growth plans and are looking for an inspiring Engineering Leader to drive the scaling of our application architecture and tech teams. We work with some of the largest retail clients here in Australia which include Woolworths, BWS, Dan Murphy’s, Coles, Terry White Chemmart just to name a few.
The Yello Platform provides retailers unprecedented access to data and control of last-mile delivery and has proven to help businesses not only improve their delivery service but also
enable them to provide delivery on demand. Retailers are attracted to Drive Yello as they not only get access to innovative technology but a marketplace of couriers to help them provide the convenience customers are demanding.",-1,Drive Yello,Surry Hills,-1,-1,-1,-1,-1,-1
Senior Data Analyst,$36K - $96K (Glassdoor Est.),"We are seeking a Senior Data Analyst for an organization that empowers merchants and shoppers to realize the full potential of eCommerce by making it safe, accessible, and frictionless.
About the Role
You will be part of a growing operational team that is responsible for Riskified’s customers’ performance, quick problem-solving and online fraud prevention in real-time. You will take a major part in research and investigation of new online-fraud trends, in a super-dynamic environment, and therefore stand at the forefront of Riskified’s work. You’ll be leveraging your analytical skills and knowledge of our product to provide meaningful insights to our merchants.
In addition, you will take part in a small agile team responsible for defining, operating and optimizing our new products in our product suite.",4.5,"Velocity Global LLC
4.5",Melbourne,501 to 1000 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Quantitative Researcher,$36K - $96K (Glassdoor Est.),"Boronia Capital is currently looking for a Quantitative Researcher to join our Research team. The primary task will be to undertake research into the detection and exploitation of robust statistically significant patterns within financial time series data with the aim of developing automated trading strategies.
The successful individual will be expected to contribute novel concepts, trading ideas and trading strategies and be adept at taking those models to proof of concept and then overseeing them to production trading. Candidates will ideally have 5+ years of experience in the field and have previously worked in a bank, systematic hedge fund or Prop. trading firm and have a demonstrated record of achievement. The ideal candidate will have also a Ph.D. or Honours / Masters degree in one of quantitative finance, computer science, engineering, mathematics, physics or statistics. Knowledge of or past research experience in any of the fields of complex systems, statistical and numerical analysis, machine learning, pattern recognition, time-series modeling or related would also be highly regarded.",-1,Boronia Capital Pty Ltd,Crows Nest,-1,-1,-1,-1,-1,-1
Machine Learning Engineer,$36K - $96K (Glassdoor Est.),"Amazing, humanistic company, with a great team, caring, supportive
Work from home and work your own hours
Ideally Sydney based, but open to other areas/states

THE COMPANY YOU WOULD BE JOINING
This Australian early-stage med-tech start-up, established 5 years ago, is working to improve women’s health, leveraging AI-enabled technology to reinvent care for women and babies.
They utilise cutting edge technologies and create completely novel technologies to generate solutions that seek to treat complications that have been previously undiagnosable.
EMPLOYEE BENEFITS
THE JOB RESPONSIBILITIES
WHAT YOU WILL NEED TO GET THE JOB
Interested? Please 'apply now' quoting reference number 3374 or call Scott Della-Pietra, on 02.8310.9266. Please note, your details/resume will not be sent anywhere without a formal interview and, if successful, your subsequent prior permission. Personal information provided will be used for recruitment purposes only and be treated in the strictest confidence. Only shortlisted candidates will be contacted.",4.7,"Pettit Pharma & Device Search
4.7",Drummoyne,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Science Engineer - Tech Company,$36K - $96K (Glassdoor Est.),"Sydney based - Hyrbid work - 1-2 days in Surry Hills Office
Cutting-edge ML and Data stack - Azure + Databricks, K8s, Python + more!
Large Time Series Data Sets, range of ML including some Deep Learning/NN

We are hiring a Data Science Engineer to join a 10-person data science team at an agriculture-data business that would see you contributing both data science and ML Ops skills to the team. This is an ideal role if you have a background in data science (including modelling time series data) and have been increasingly involved in deployment and productionisation of models.

About the role:
This role is perfect for a data scientist with skills, experience and enthusiasm for automation and some of the ML Ops engineering side of building machine learning solutions. To be clear, there are several key aspects of this role;

This role is based in Sydney – with 1-2 days per week in the office



This is an innovative, award-winning agriculture-tech business that uses sensor data, weather, geospatial and satellite data to help some of Australia’s biggest food producers using advanced analytics and machine learning!

You’ll have a friendly, highly technical and diverse team of data scientists to work with and then other teams such as software engineers, DevOps, leadership and scientists to collaborate with.














Unfortunately not. We have kept the requirements above to the minimum, but please feel free to review our other job listings.",4.0,"Talent Insights Group
4.0",Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Consultant / Senior Consultant - Strategy - Data & AI,$36K - $96K (Glassdoor Est.),"Date: 31-Jul-2022

Location:
Brisbane, QLD, AU

Department: Consulting

Description:
Job Requisition ID: 27740

About the team

Big data, information and analytics. Three words that spark apprehension in most businesses. But our team of experts are constantly curious and excited about combining our wonderful array of technological expertise to transform data into our clients’ most valuable assets, making their work smarter.

We primarily seek to improve the efficiency and effectiveness of organisations at all stages of the data transformation journey from designing the change required, to delivering and managing that change and providing assurance around change initiatives.

You will be an integral part of one of the fastest growing teams in Australia and build best in class data & AI solutions.

This role is for the AI & Automation team, which sits within the Data & AI, Strategy Analytics & Transformation in Deloitte Consulting.

What will your typical day look like?

As a Senior Consultant in our Data & AI team, focussing on Analytics & AI strategy, you will use your consulting skills to help clients make the right choices and take the right actions towards better use of Analytics and AI to achieve their business goals. As technical, strategy and industry experts, we understand clients’ challenges and define compelling strategies to meet their vision for becoming insight driven. A Senior Consultant will develop compelling interactions and presentations to showcases strategies, operating models and transformational business cases to clients across a range of industries, including Financial Services, Insurance, Government, Energy & Resources, Life Sciences & Healthcare, Telecommunications and Consumer Products.

Provide advisory services to business leaders and align AI, analytics, automation or data solutions to clients’ needs and develop an objectives, strategies and approaches that help clients transform
Build solid foundations of a business case and key recommendations for implementing analytical solutions for the client in alignment with their business agenda and strategic drivers
Analyse and evaluate current systems and structures of organisations where required, advising on business restructures, appropriate methods for collecting and analysing data and developing informed recommendations that shape or support the client’s business strategy
Comprehend and learn about client’s current business state, competitors’ point(s) of differentiation, industry landscape to support the identification, evaluation and selection of solutions that most effectively support clients’ strategic and business objectives
Conduct gap analysis on client’s current business landscape (i.e. operating model, business processes) to identify and define key recommendations and opportunities to uplift business performance
Design and assist with implementation plans for approved recommendations. Managing the delivery and provisioning of
Apply knowledge of best practices and latest yet effective trends to design a strategic and business transformation plan that delivers on client’s strategic growth agenda and gain client’s buy-in to the transformation plan
Assist with implementing approved recommendations in transformation plan, including provision of procedure and supporting documentation
Plan and carry out assigned business analysis activities within engagement timeframes and budget, to ensure implemented solutions meet business requirements and enhance efficiencies

Enough about us, let’s talk about you.


Experience developing business unit or organizational level data or technology strategy within a consulting or industry environment
Ability to structure, break down and solve complex problems through synthesis of information, quantitative thinking and analysis
Ability to interpret analysis and modelling results in a business context and provide commercially foucssed recommendations to inform business decisions
Exceptional verbal and written communication skills, capable of working effectively with people at all levels in an organization
Strong sense of ownership of outcomes with the drive to self-start and take initiative
A passion for working collaboratively with diverse teams, and to create an including environment for everyone
Ability to structure and facilitate client stakeholder interviews

The minimum salary requirement for this role is $95,000 inclusive of 10% superannuation.",4.0,"Deloitte
4.0",Brisbane,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Analyst,$36K - $96K (Glassdoor Est.),"BizCover is Australia's leading B2B InsureTech provider
Growing business, with lots of opportunity for career growth
Work from home flexibility
BizCover who?
You haven’t heard of us? We dominate the SME business insurance market by having an online platform that makes comparing and buying business insurance a super easy process. Not to toot our own horn but we have been recognized in Deloittes fast 50 companies as one of the fastest growing technology companies and Westpac’s top 20 businesses of tomorrow - #killingit
So what?
We are looking for a Data Developer to join our Information Management Team. You will be part of a team responsible for supporting our Finance team with critical business operations across Australia, New Zealand and the US by building new capabilities in our purpose built Finance system.",4.1,"BizCover
4.1",Sydney,51 to 200 Employees,2008,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
Machine Learning Scientist,$36K - $96K (Glassdoor Est.),"WHAT YOU WILL DO
As a Machine Learning Scientist, you will create optimized, state of the art 3D graphical user interfaces and build physics simulation engines that scale across millions of assets.
As part of this, you will:
Develop approaches to generate accurate models from imperfect data using deep learning and classical algorithms
Develop approaches for intelligent network scale insights
Develop and optimize training pipelines
Develop data structures that can perform in real-time with user interaction on large underlying data sets",5.0,"Neara
5.0",Sydney,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
DATA SCIENTIST - CUSTOMER OPERATIONS,$36K - $96K (Glassdoor Est.),"Melbourne CBD/WHF
Australia's leading energy retailer
Attractive Remuneration and Benefits

Through an industry-leading commitment to innovation, the company is investing in Australia’s energy future by developing the full portfolio of energy resources, including cleaner energy, renewables, and energy efficiency, looking ahead by creating new products and services to help brighten the lives and businesses of millions of customers nationwide.
_______________________________________________________________

Based in the Melbourne office the role will focus on identifying and addressing complex business problems by providing analysis, insights, and models to business stakeholders, thus supporting and driving high-quality decision making, process improvements, and competitive advantage.

This is achieved through direct engagement with business representatives, employing deep expertise in data science with a focus on machine learning and statistics applied to produce predictive analytics.


In addition to these key skills and attributes, you will also have a natural intellectual curiosity, will be passionate about data and have created complex models that have helped turn seemly disparate data into something a lay-person can understand and use to help their business.

Our client is always looking for the best and brightest talent in the industry. They are dedicated to attracting and retaining a highly skilled and diverse workforce by offering a comprehensive rewards package of competitive salary and benefits that allows them to attract and keep the talent that they need to succeed.

Here, you'll find a friendly work environment, opportunities for growth and development, recognition for your work, and competitive pay and benefits.




We’re now working with Australia’s leading energy company to help them build their future and brand as a leading producer of clean, safe, reliable, and affordable energy.

The next five years at this company promise to be the most exciting in their history. Because unlike many of their competitors who are standing still, they’re innovating, have a very clear vision and to achieve it we need the right people across all parts of the business.







St James Building, Mezzanine
555 Bourke Street, Melbourne VIC 3000
+61 3 9999 7409",-1,D'Arcy Weil,Melbourne,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Senior Analyst Data and Analytics,$36K - $96K (Glassdoor Est.),"Summary
Strategy, Corporate and Performance (SCP) division are currently seeking an experienced Senior Analyst Strategic Intelligence to join the Intelligence, Data and Evidence team!
Are you a highly motivated data professional?
Are you passionate about the use of data and looking to build a career that will allow you to have a genuinely positive impact on how decisions are made?
Are you are interested in working as part of a high-calibre, supportive and energetic team, in a dynamic and collaborative work environment?
Then look no further and read below to then APPLY!
Location: We have offices all across Regional NSW!",-1,NSW Government -Data and Performance,New South Wales,-1,-1,-1,-1,-1,-1
Senior Analyst Programmer AS/400,$36K - $96K (Glassdoor Est.),"ICT360 Pty Ltd shown significant growth in getting new engagements in the arena of IT services. Become a vital member of a vibrant, engaged, motivated team working out of Queensland.
Skills & Experience
Bachelor's/Master’s degree in computer science / Information Technology or equivalent, with min 10 years’ work experience in systems development in the following areas: AS400 RPG/RPGLE, CL, SQL
Experience and knowledge of the application design and development processes, methodologies, and their direct implementation to applications projects
Participated in projects dealing with tools/practises such as Jira, Confluence, and Agile/Scrum Methodology
Capability to create solutions within a team environment",-1,IC360 Pty Ltd,Australia,-1,-1,-1,-1,-1,-1
